atc-code,drugbank-id
,DB04985
,DB04986
,DB04987
,DB04988
,DB04989
,DB04991
,DB04992
,DB04995
L01XA04,DB04996
,DB04997
,DB04998
,DB04999
,DB05000
,DB05001
,DB05003
,DB05004
,DB05005
,DB05006
,DB05009
,DB12646
,DB05011
,DB05012
D06BX02,DB05013
,DB05014
L01XX49,DB05015
M09AX03,DB05016
,DB05017
,DB05018
,DB05019
,DB05020
,DB05021
,DB05022
,DB05023
,DB05024
,DB05025
,DB05027
,DB05029
,DB05031
,DB05032
,DB05033
,DB05034
,DB05035
,DB05036
,DB05037
,DB05038
R03AC18,DB05039
,DB05040
,DB05041
,DB05042
,DB05043
,DB05044
,DB05045
,DB05046
,DB05047
,DB05048
,DB05049
,DB05050
,DB05051
,DB05052
,DB05053
,DB05054
,DB05055
,DB05056
R05CB15,DB05057
,DB05059
,DB05060
,DB05061
,DB05063
,DB05064
,DB05068
,DB05069
,DB05070
,DB05071
,DB05072
,DB05073
,DB05075
,DB03922
,DB05077
,DB05078
,DB05079
,DB05080
,DB05081
,DB05082
,DB05084
,DB05085
,DB05087
,DB05088
,DB05089
,DB05090
,DB05091
,DB05092
,DB05093
,DB05095
,DB05096
,DB05097
,DB05098
B01AD09,DB05099
,DB05100
,DB05101
,DB05102
,DB05103
,DB05104
J05AX06,DB08716
,DB05106
,DB05107
,DB05108
L01CX01,DB05109
,DB05110
,DB05111
,DB05112
,DB05113
,DB05114
,DB05115
,DB05116
,DB05117
,DB05118
,DB05256
,DB05120
,DB05121
,DB05122
,DB05123
,DB05124
,DB05125
,DB05126
,DB05127
,DB05128
,DB05129
,DB05130
,DB05131
,DB05132
,DB05133
,DB06398
,DB05135
,DB05136
,DB05137
,DB05138
,DB05139
,DB05140
,DB05141
,DB05142
,DB05143
,DB05144
,DB05145
,DB05146
,DB05147
,DB05148
,DB05149
,DB05150
,DB05151
,DB05152
,DB05154
,DB05155
,DB05156
,DB05157
,DB05158
,DB05159
,DB05160
,DB05161
,DB05163
,DB05164
,DB05165
,DB05166
,DB05167
L01CA06,DB12503
,DB05169
,DB05170
,DB05171
,DB05172
,DB05173
,DB05174
,DB05177
,DB05178
,DB05179
,DB05180
,DB05181
,DB05182
,DB05183
,DB05184
,DB05185
,DB05186
,DB05187
,DB05188
,DB05189
,DB05190
,DB05191
,DB05192
,DB05194
,DB05195
,DB05196
,DB05197
,DB05198
,DB05199
,DB05200
,DB05201
,DB05202
,DB05203
,DB05204
,DB05205
,DB05207
,DB05209
,DB05210
,DB05211
,DB05212
,DB05214
,DB05217
,DB05218
,DB05219
,DB05220
,DB05222
,DB05223
,DB05224
,DB05225
,DB05226
,DB05227
,DB05228
B01AC19,DB05229
,DB05230
,DB05232
,DB05233
,DB05234
,DB05235
,DB05236
,DB05237
,DB05239
,DB05241
,DB05242
,DB05243
,DB05244
G01AE10,DB05245
N03AD03,DB05246
,DB05249
,DB05252
,DB05253
B06AA02,DB08977
,DB05255
,DB05257
,DB05258
L03AX13,APRD00999
,DB05260
,DB05262
,DB05263
,DB05264
,DB05265
R03DC04,DB05066
,DB05268
N04BC09,DB05271
V10BX02,DB05273
,DB05276
,DB05281
,DB05282
,DB05284
,DB05285
,DB05288
,DB12936
,DB05290
,DB05292
,DB05293
L01XE12,DB08764
,DB05295
,DB05296
,DB05297
,DB12166
,DB05299
,DB05300
,DB05301
,DB05303
,DB05304
,DB05305
,DB05306
,DB05307
,DB05308
,DB05309
,DB05310
B06AC03,DB05311
,DB05312
,DB05313
,DB05315
,DB05316
,DB05317
,DB05319
,DB05320
,DB05321
,DB05322
,DB05325
,DB05326
,DB12811
,DB05328
,DB05329
,DB05330
B02BX04,DB05332
,DB05333
,DB05336
,DB05337
,DB05339
,DB05340
,DB05341
,DB11887
,DB05344
,DB05345
,DB05346
,DB05350
A02BC06,DB05351
,DB05352
,DB05353
,DB05361
,DB05362
,DB05363
,DB05364
,DB05365
,DB05367
,DB05368
,DB05369
,DB05370
,DB05371
,DB05372
,DB05612
,DB05377
,DB05380
V04CG03,DB00667
D08AG03,DB05247
,DB02533
,DB05384
,DB05385
,DB05386
,DB05387
,DB05389
,DB05390
,DB05391
,DB05393
V04CD04,DB05394
,DB05395
L03AB12,DB05396
,DB05398
,DB05399
,DB05400
,DB05402
,DB05403
,DB05404
,DB05405
,DB05406
,DB05407
,DB05408
,DB05409
,DB05410
,DB05411
,DB05412
,DB05413
,DB05414
,DB05415
,DB13015
,DB05417
,DB05418
,DB05419
,DB05420
,DB05421
,DB05422
,DB05423
,DB05424
,DB05426
,DB05427
,DB05428
,DB05429
,DB05430
,DB05431
,DB05432
,DB05433
,DB05434
,DB05437
,DB05438
,DB05439
,DB05440
,DB05441
,DB05442
,DB05443
,DB05444
,DB05445
,DB05446
,DB05447
,DB05448
,DB05449
,DB05450
,DB05451
,DB05452
,DB05454
,DB05455
,DB05456
,DB05457
,DB05458
L04AC09,DB05459
,DB12215
,DB05461
,DB05462
,DB05463
,DB05464
,DB05465
,DB05466
,DB05467
,DB05468
,DB05469
,DB05470
,DB05471
,DB05472
,DB05473
,DB05474
,DB05475
,DB05476
,DB05477
,DB05478
,DB05479
,DB05480
,DB05481
,DB12552
,DB05483
,DB05484
,DB05485
,DB05487
,DB05488
,DB05489
,DB05490
,DB05491
,DB08290
,DB05493
,DB05494
,DB05495
,DB05496
,DB05498
,DB05499
,DB05500
,DB05501
,DB05502
,DB05505
,DB05506
,DB05507
,DB05509
,DB05510
,DB05511
,DB05512
,DB05513
,DB05514
,DB05516
,DB05518
,DB05519
,DB05520
J05AE11,DB05521
,DB05524
,DB05525
C10AX11,DB05528
,DB05530
,DB05532
,DB05533
,DB05540
N03AX23,DB05541
,DB05542
,DB05549
,DB05550
,DB05552
,DB05553
,DB05555
,DB05560
,DB05562
,DB05565
,DB05575
L01XC21,DB05578
,DB05580
,DB05585
,DB05586
,DB05590
,DB05594
,DB05595
,DB05596
,DB05599
,DB05606
,DB05607
,DB05608
,DB05611
,DB05620
,DB05624
,DB05625
,DB05626
P01CB02,DB05630
,DB05631
,DB05633
,DB05638
,DB05642
,DB05644
,DB05645
,DB05649
,DB05650
,DB05652
,DB05653
,DB05656
,DB05659
,DB05660
,DB05662
,DB05667
,DB05668
,DB05671
,DB05675
L04AA32,DB05676
,DB05678
L04AC05,DB05679
,DB05680
,DB05683
,DB05685
,DB05686
,DB05687
,DB05688
,DB05695
,DB05705
,DB05706
,DB05708
,DB05710
,DB05712
,DB05713
,DB05714
,DB05718
,DB05719
,DB05722
,DB05723
,DB05730
,DB05732
,DB05735
,DB05736
,DB12164
,DB05738
,DB05739
,DB05740
,DB05741
,DB05742
,DB05744
,DB05746
,DB05747
,DB05749
,DB05750
,DB05751
,DB05752
,DB05753
,DB05754
,DB05755
,DB05756
,DB05757
,DB05758
,DB05765
,DB05766
,DB05767
,DB05768
,DB05769
,DB05771
,DB05772
L01XC14,DB05773
,DB05775
,DB05776
,DB05777
,DB05778
,DB05779
,DB05780
,DB05785
,DB11733
,DB05787
,DB05789
,DB05790
V08CX01,DB06476
,DB05792
,DB05793
C01DX21,DB05794
,DB05795
,DB12995
,DB05797
,DB05798
,DB05799
,DB05800
,DB05801
,DB05803
,DB05804
,DB05805
,DB05806
,DB05807
,DB05808
,DB05809
,DB05810
,DB05811
L02BX03,DB05812
,DB05814
,DB05815
,DB12324
,DB05818
,DB05819
,DB05820
,DB05821
,DB05824
,DB05825
,DB05826
,DB05827
,DB05828
H05AA03,DB05829
,DB05830
,DB05831
,DB05832
,DB05833
,DB05834
,DB05835
,DB05836
,DB05837
,DB05838
,DB05839
,DB05840
,DB05841
,DB05842
,DB05843
,DB05845
,DB05846
,DB05848
,DB05849
,DB05851
,DB05852
,DB05854
,DB05855
,DB05856
,DB05857
,DB05858
,DB05859
,DB05860
,DB05861
,DB05863
,DB05864
,DB05865
,DB05866
,DB05867
,DB13130
,DB05869
,DB05870
,DB08679
,DB05873
,DB05874
,DB05875
,DB05876
,DB05877
,DB05879
,DB05880
,DB05881
,DB05882
,DB05883
,DB05884
,DB12175
,DB05886
,DB05887
,DB05888
,DB05889
,DB05890
,DB05892
,DB05894
,DB05895
,DB05896
,DB05897
,DB05898
,DB05899
,DB05903
,DB05904
,DB05905
,DB05906
,DB05911
,DB05912
,DB05913
,DB05914
,DB05915
,DB05916
,DB05918
,DB05919
,DB05920
,DB05924
,DB05928
,DB05929
,DB05930
,DB05931
,DB05932
,DB05936
,DB05938
,DB05939
,DB05943
,DB12723
,DB05945
,DB05950
,DB05956
,DB05959
,DB05961
,DB05964
,DB05966
,DB05967
,DB05968
,DB05969
,DB05971
,DB05973
,DB05974
,DB05983
,DB05984
A05AA04,DB05990
,DB05992
,DB05993
,DB05996
,DB06005
,DB06011
,DB06013
,DB06014
N05AX15,DB06016
,DB06021
,DB06039
,DB06040
,DB06042
,DB06043
,DB06049
,DB06058
,DB06061
,DB06063
,DB06064
,DB06069
,DB06070
,DB06071
,DB06073
,DB06075
,DB06077
,DB06080
,DB06081
,DB06082
,DB06083
,DB06087
,DB06089
,DB06090
,DB06091
,DB06093
,DB06094
,DB06096
,DB06097
,DB06098
,DB06101
,DB06103
,DB06106
,DB06116
,DB06117
,DB06119
,DB06124
,DB06127
,DB06129
,DB06130
,DB06133
,DB07361
,DB06137
,DB06138
,DB06140
N05AE03,DB06144
J01RA04,DB06145
G01AE10,DB06147
N06AX03,DB06148
J01XA02,DB06149
J01ED01,DB06150
R05CB01,DB05436
C04AA02,DB06152
N02CX01,DB06153
C01DA55,DB06154
A08AX01,DB06155
,DB06156
,DB06157
,DB06159
J01MA19,DB06160
,DB06161
,DB06162
,DB06163
,DB06166
L04AC08,DB06168
,DB06169
,DB06171
R05DA07,DB06174
L01XX39,DB06176
,DB06177
,DB06178
,DB06179
,DB06182
,DB03743
L01XC11,DB06186
,DB06187
,DB06188
,DB06190
,DB06191
,DB06192
L01DB11,DB06193
,DB06194
,DB06195
B06AC02,DB06196
,DB06197
,DB06198
,DB06199
C01BD06,DB06200
N03AF03,DB06201
G03XC03,DB06202
A10BH04,DB06203
N02AX06,DB06204
,DB06205
V03AB35,DB06206
G04CA04,DB06207
B01AC22,DB06209
B02BX05,DB06210
J01DH04,DB06211
C03XA01,DB06212
C01EB21,DB06213
,DB06215
N05AH05,DB06216
C01BG11,DB06217
N03AX18,DB06218
J01XA04,DB06219
,DB06224
,DB06226
B01AF01,DB08477
,DB06229
N07BB05,DB06230
,DB06231
L01XE19,DB06233
J05AX10,DB06234
,DB13081
,DB06236
G04BE10,DB06237
,DB06240
,DB06241
P01CX03,DB06243
,DB06244
,DB06245
,DB06246
,DB06247
,DB06248
,DB06249
,DB06250
,DB06251
,DB06253
,DB06255
,DB06258
,DB06260
,DB06261
C01CA27,DB06262
L01DB10,DB06263
M02AX06,DB06264
L01XX07,DB03762
G04BE11,DB06267
C02KX03,DB06268
,DB06270
B01AB11,DB06271
,DB06272
L04AC07,DB06273
A06AH02,DB06274
,DB06276
,DB06280
,DB06281
R06AE09,DB06282
N02BG08,DB06283
H05AA02,DB05581
L01XE09,DB06287
N05AL05,DB06288
G01AE10,DB06290
A10BD21,DB06292
,DB06293
,DB06295
,DB06297
,DB06302
,DB06305
,DB06306
,DB06307
,DB06309
J06BB17,DB06310
,DB06311
,DB06317
,DB06323
,DB06325
,DB06326
,DB06328
,DB06331
,DB06333
,DB06334
A10BD21,DB06335
,DB06336
,DB06342
,DB06346
,DB06350
,DB06354
J01EA03,DB06358
,DB06360
,DB06361
,DB06362
,DB06365
L01XC13,DB06366
,DB06367
,DB06368
,DB06370
,DB06371
L04AC04,DB06372
,DB06376
,DB05621
N07XX03,DB06393
,DB06395
,DB06397
,DB06399
,DB06400
G03XC02,DB06401
J01XA03,DB06402
C02KX02,DB06403
B06AC01,DB06404
,DB06406
,DB06408
H05BX03,DB06410
A14AA05,DB06412
N06BA13,DB06413
J05AG04,DB07191
,DB06415
,DB06419
,DB06420
,DB06421
,DB06422
,DB06429
,DB06431
,DB06433
,DB06434
,DB06435
,DB06436
,DB06437
R05CA01,DB06439
,DB06440
B01AC25,DB06441
,DB06442
,DB06444
,DB06445
,DB06446
,DB06448
,DB06449
,DB06451
,DB06453
,DB06454
,DB06455
,DB06457
,DB06458
,DB06460
,DB06461
,DB06467
,DB06468
,DB06469
N05CM02,DB06470
,DB06471
,DB06472
,DB06475
,DB06477
,DB06478
N06BC02,DB06479
A06AX05,DB06480
,DB06481
,DB06482
,DB06485
,DB06486
,DB06492
,DB06493
,DB06494
,DB06495
,DB06504
,DB06506
,DB06510
,DB06512
,DB06515
,DB06519
,DB06521
,DB06523
,DB06525
,DB06527
,DB06529
,DB06530
,DB06532
,DB06533
,DB06534
N04BA06,DB06535
,DB07399
,DB06538
,DB06543
,DB06545
,DB06548
,DB06549
,DB06550
,DB06554
,DB06555
,DB06556
,DB06557
,DB06558
,DB06559
,DB06560
,DB06562
,DB06568
,DB06573
,DB06575
,DB06576
,DB06578
,DB06579
,DB06580
,DB06581
,DB06582
,DB06585
,DB06586
,DB06587
,DB06588
L01XE11,DB06589
J01DI02,DB06590
N06AX22,DB06594
,DB06595
,DB06598
,DB06599
J01MB08,DB06600
R03DX08,DB06602
L01XX42,DB06603
,DB06604
B01AF02,DB07828
,DB06606
L01XC09,DB06607
,DB06608
,DB06609
,DB06610
,DB06611
L04AC06,DB06612
,DB03655
L01XE14,DB06616
,DB06619
,DB06620
N02BG07,DB06623
,DB06624
,DB06625
L01XE17,DB06626
,DB06629
,DB06630
A04AD13,DB06634
,DB06635
,DB06636
N07XX07,DB06637
,DB06638
,DB06640
,DB06641
,DB06642
M05BX04,DB06643
,DB06645
,DB06647
,DB06649
L01XC10,DB06650
,DB06652
,DB06654
A10AE56,DB06655
,DB06656
,DB06657
,DB06659
,DB06660
L04AA22,DB06662
H01CB05,DB06663
,DB06666
,DB06667
,DB06669
,DB06670
,DB06673
L04AB06,DB06674
,DB06677
,DB06678
,DB06679
,DB06680
L04AA28,DB06681
M01AE18,DB06682
J05AF12,DB06683
N06AX24,DB06684
N07XX10,DB06685
L03AX17,DB06688
C05BB01,DB06689
N01AX13,DB06690
D04AA02,DB06691
B02AB01,DB06692
,DB06693
S01GA03,DB06694
B01AE07,DB06695
J01GB12,DB06696
P01BF01,DB06697
N07CA01,DB06698
L02BX02,DB06699
N06AX23,DB06700
N06BA11,DB06701
G04BD11,DB06702
V08CA09,DB06703
V10XA02,DB09497
V08CA11,DB06705
A03AX10,DB06706
,DB06707
P01BF01,DB06708
,DB06709
G03BA02,DB06710
S01GA01,DB06711
C08CA10,DB06712
G03AA13,DB06713
,DB06714
S01XA04,DB06715
,DB05279
,DB06717
A14AA02,DB06718
L02AE01,DB06719
A16AB10,DB05543
,DB06721
A02AB02,DB06723
A02AC01,DB06724
M01AC05,DB06725
,DB06726
C01BA04,DB06727
,DB06728
G01AE10,DB06729
G03AB06,DB06730
,DB06731
,DB06732
,DB06733
,DB06734
,DB06735
M02AA25,DB06736
,DB06737
N02AB01,DB06738
R03DX06,DB06739
,DB06740
,DB06741
R05CB06,DB06742
,DB06743
,DB06744
,DB06745
,DB06746
,DB06747
,DB06748
,DB06749
,DB06750
A03AD02,DB06751
M09AB01,DB06752
B01AB09,DB06754
D02BB01,DB06755
A16AA06,DB06756
,DB06757
S01AD08,DB06759
A16AB06,DB06760
,DB06761
C02LX01,DB06762
,DB06763
R01AB03,DB06764
S01GX11,DB06766
G04BA01,DB06767
,DB06768
L01AA09,DB06769
P03AX06,DB06770
S01AE08,DB05862
L01CD04,DB06772
H05BA03,DB06773
N01BX04,DB05318
A16AA05,DB06775
V03AG01,DB06776
A05AA01,DB06777
V03AB20,DB06778
B01AB04,DB06779
,DB06780
D07AC19,DB06781
V03AB09,DB06782
V03AB31,DB09538
,DB09412
H01CC01,DB06785
D07AD02,DB06786
A03AB10,DB06787
L02AE05,DB06788
G03FA02,DB06789
H01CB03,DB06791
V03AE03,DB06792
,DB06793
S01GX05,DB06794
G01AE10,DB06795
V08CA05,DB06796
N05BC04,DB06797
J01XX05,DB06146
A06AH01,DB06800
,DB06801
S01BC10,DB06802
P02DA01,DB06803
,DB06804
,DB06807
L03AX16,DB06809
L01DC02,DB06810
C05BB02,DB06811
S01AX18,DB06812
L01BA05,DB05527
,DB06814
D11AX12,DB06815
P02CX01,DB06816
J05AR16,DB05355
A16AX03,DB12600
D01AC09,DB06820
G01AE10,DB06821
B01AB10,DB06822
R05CB12,DB06823
,DB06824
L02AE04,DB06825
S01EE02,DB06826
,DB06827
,DB06828
,DB06829
,DB06830
,DB06831
,DB06832
,DB06833
,DB06834
,DB06835
,DB06836
,DB06837
,DB06838
,DB06839
,DB06840
,DB06841
,DB06842
,DB06843
,DB06844
,DB06845
,DB06847
,DB06848
,DB06849
,DB06850
,DB06851
,DB06852
,DB06853
,DB03494
,DB06856
,DB06857
,DB06858
,DB06859
,DB06860
,DB06861
,DB06862
,DB06864
,DB06865
,DB06866
,DB06867
,DB06868
,DB06869
,DB06870
,DB06871
,DB06872
,DB06873
,DB06874
,DB06875
,DB06876
,DB06877
,DB06878
,DB06879
,DB06880
,DB06881
,DB06882
,DB06883
,DB06884
,DB06885
,DB06886
,DB06887
,DB06888
,DB06889
,DB06890
,DB06891
,DB06892
,DB06893
,DB06894
,DB06896
,DB06897
,DB06898
,DB06899
,DB06900
,DB06901
,DB06902
,DB06903
,DB06904
,DB06905
,DB06906
,DB06907
,DB06908
,DB06909
,DB06910
,DB06911
,DB06912
,DB06913
,DB06914
,DB06915
,DB06916
,DB06917
,DB06918
,DB06919
,DB06920
,DB06921
,DB06922
,DB06923
,DB06924
,DB06925
,DB06926
,DB06927
,DB06928
,DB06929
,DB06930
,DB06931
,DB06932
,DB06933
,DB06934
,DB06935
,DB06936
,DB06937
,DB06938
,DB06939
,DB06940
,DB06941
,DB06942
,DB06943
,DB06944
,DB06945
,DB06946
,DB06947
,DB06948
,DB06949
,DB06950
,DB06951
,DB06952
,DB06953
,DB06954
,DB06955
,DB06956
,DB06957
,DB06958
,DB06959
,DB06960
,DB06961
,DB06962
,DB06963
,DB06964
,DB06965
,DB06966
,DB06967
,DB06968
,DB06969
,DB06970
,DB06971
,DB06972
,DB06973
,DB06974
,DB06976
,DB06977
,DB06978
,DB06979
,DB06980
,DB06981
,DB06982
,DB06983
,DB06984
,DB06985
,DB06986
,DB06987
,DB06988
,DB06989
,DB06990
,DB06991
,DB06992
,DB06993
,DB06994
,DB06995
,DB06996
,DB06997
,DB06998
,DB06999
,DB07000
,DB07001
,DB07002
,DB07003
,DB07004
,DB07005
,DB07006
,DB07007
,DB07008
,DB07009
,DB07010
,DB07011
,DB07012
,DB07013
,DB07014
,DB07015
,DB07016
,DB07017
,DB07018
,DB07019
,DB07020
,DB07021
,DB07022
,DB07023
,DB07024
,DB07025
,DB07026
,DB07027
,DB07028
,DB07029
,DB07030
,DB07031
,DB07032
,DB07033
,DB07034
,DB07035
,DB07036
,DB07037
,DB07038
,DB07039
,DB07040
,DB07041
,DB07042
,DB07043
,DB07044
,DB07045
,DB07046
,DB07047
,DB07048
,DB07049
,DB07050
,DB07051
,DB07052
,DB07053
,DB07054
,DB07055
,DB07056
,DB07057
,DB07058
,DB07059
,DB07060
,DB07061
,DB07062
,DB07063
,DB07064
,DB07065
,DB07066
,DB07067
,DB07068
,DB07069
,DB07070
,DB07071
,DB07072
,DB07073
,DB07074
,DB07075
,DB07076
,DB07077
,DB07078
,DB07079
,DB07080
,DB07081
,DB07082
,DB07083
,DB07084
,DB07085
,DB07086
,DB07087
,DB07088
,DB07089
,DB07090
,DB07091
,DB07092
,DB07093
,DB07094
,DB07095
,DB07096
,DB07097
,DB07098
,DB07099
,DB07100
,DB11802
,DB07102
,DB07103
,DB07104
,DB07105
,DB07106
,DB07107
,DB07108
,DB07109
,DB07110
,DB07111
,DB07112
,DB07113
,DB07114
,DB07115
,DB07116
,DB07117
A05AX02,DB07118
,DB07119
,DB07120
,DB07121
,DB07122
,DB07123
,DB07124
,DB07125
,DB07126
,DB07127
,DB07128
,DB07129
,DB07130
,DB07131
,DB07132
,DB07133
,DB07134
,DB07135
,DB07136
,DB07137
,DB12790
,DB07139
,DB07140
,DB07141
,DB07142
,DB07143
,DB07144
,DB07145
,DB07146
,DB07147
,DB07148
,DB07149
,DB07150
,DB07151
,DB07152
,DB07153
,DB07154
,DB07155
,DB07156
,DB07157
,DB07158
,DB07159
,DB07160
,DB07161
,DB07162
,DB07163
,DB07164
,DB07165
,DB07167
,DB07168
,DB07169
,DB07170
,DB07171
,DB07172
,DB07173
,DB07174
,DB07175
,DB07176
,DB07177
,DB07178
,DB07179
,DB07180
,DB07181
,DB07182
,DB07183
,DB07184
,DB07185
,DB07186
,DB07187
,DB07188
,DB07189
,DB07190
,DB07192
,DB07193
,DB07194
,DB07195
,DB07196
,DB07197
,DB07198
,DB07199
,DB07200
,DB07201
,DB07202
,DB07203
,DB07204
,DB07205
,DB07206
,DB07207
,DB07208
,DB07209
,DB07210
,DB07211
,DB07212
,DB07213
,DB07215
,DB07216
,DB07217
,DB07218
,DB07219
,DB07220
,DB07221
,DB07222
,DB07223
,DB07224
,DB07225
,DB07226
,DB07227
,DB07228
,DB07229
,DB07230
,DB07231
,DB07232
,DB07233
,DB07234
,DB07235
,DB07236
,DB07237
,DB12516
,DB07239
,DB07240
,DB07241
,DB07242
,DB07243
,DB07244
,DB07245
,DB07246
,DB07247
,DB07248
,DB07249
,DB07250
,DB07251
,DB07252
,DB07253
,DB07254
,DB07255
,DB07256
,DB07257
,DB07258
,DB07259
,DB07260
,DB07261
,DB07262
,DB07263
,DB07264
,DB07265
,DB07266
,DB07267
,DB07268
,DB07269
,DB07270
,DB07271
,DB07272
,DB07273
,DB07274
,DB07275
,DB07276
,DB07277
,DB07278
,DB07279
,DB07280
,DB07281
,DB07282
,DB07283
,DB07284
,DB07285
,DB07286
,DB07287
,DB07288
,DB07289
,DB07290
,DB07291
,DB07292
,DB07293
,DB07294
,DB07295
,DB07296
,DB07297
,DB07298
,DB07299
,DB07300
,DB07301
,DB07302
,DB07303
,DB07304
,DB07305
,DB07306
,DB07307
,DB07308
,DB07309
,DB07310
,DB07311
,DB07312
,DB07313
,DB07314
,DB07315
,DB07316
,DB07317
,DB07318
,DB07319
,DB07320
,DB07321
,DB07322
,DB07323
,DB07324
,DB07325
,DB07326
,DB07327
,DB07328
,DB07329
,DB07330
,DB07331
,DB07332
,DB07333
,DB07334
,DB07335
,DB07336
,DB07337
,DB07338
,DB07339
,DB07340
,DB07341
,DB07342
,DB07343
,DB07344
,DB07345
,DB07346
,DB07347
,DB07348
,DB07349
,DB07350
,DB07351
,DB07352
,DB07353
,DB07354
,DB07355
,DB07356
,DB07357
,DB07358
,DB07359
,DB07360
,DB07362
,DB07363
,DB07364
,DB07365
,DB07366
,DB07367
,DB07368
,DB07369
,DB07370
,DB07371
,DB07373
,DB07374
,DB07375
,DB07376
,DB07377
,DB07378
,DB07379
,DB07380
,DB03954
,DB07382
,DB07383
,DB07384
,DB07385
,DB07387
,DB07388
,DB07389
,DB07390
,DB07391
,DB07392
,DB07393
,DB07394
,DB07395
,DB07396
,DB07397
,DB07398
,DB07400
,DB07401
M01AX04,DB07402
,DB07403
,DB07404
,DB07405
,DB07406
,DB07407
,DB07408
,DB07409
,DB07410
,DB07411
,DB07412
,DB07413
,DB07414
,DB07415
,DB07416
,DB07418
,DB07419
,DB07420
,DB07421
,DB07422
,DB07423
,DB07424
,DB06018
,DB07426
,DB07427
,DB07428
,DB07429
,DB07430
,DB07431
,DB07432
,DB07433
,DB07434
,DB07435
,DB07436
,DB07437
,DB07439
,DB07440
,DB07441
,DB07443
,DB07444
,DB07445
,DB07446
,DB07447
,DB07448
,DB07449
,DB07450
,DB07451
,DB07452
,DB07453
,DB07454
,DB07455
,DB07456
,DB07457
,DB07458
,DB07459
,DB07460
,DB07461
,DB07462
,DB07463
,DB07464
,DB07465
,DB07466
,DB07467
,DB07468
,DB07469
,DB07470
,DB07471
,DB07472
,DB07473
,DB07474
,DB07476
M02AA08,DB07477
,DB07478
,DB07479
,DB07480
,DB07481
,DB07482
,DB07483
,DB07484
,DB07485
,DB07486
,DB07487
,DB07488
,DB07489
,DB07490
,DB07491
,DB07492
,DB07493
,DB07494
,DB07495
,DB07496
,DB07497
,DB07498
,DB07499
,DB07500
,DB07501
,DB07502
,DB07503
,DB07504
,DB07505
,DB07506
,DB07507
,DB07508
,DB07509
,DB07510
,DB07511
,DB07512
,DB07513
,DB07514
,DB07515
,DB07516
,DB07517
,DB07518
,DB07519
,DB07520
,DB07521
,DB07522
,DB07524
,DB07525
,DB07526
,DB07527
,DB07528
,DB07529
,DB07530
,DB07531
,DB07532
,DB07533
,DB07534
,DB07535
,DB07536
,DB07537
,DB07538
,DB07539
,DB07540
,DB07541
,DB07542
,DB07543
,DB07544
,DB07545
,DB07546
,DB07547
,DB07548
,DB07549
,DB07550
,DB07551
,DB07552
,DB07553
,DB07555
,DB07556
,DB07557
,DB07558
,DB07559
,DB07560
,DB07561
,DB07562
,DB07563
,DB07564
,DB07565
,DB07567
,DB07568
,DB07569
,DB07570
,DB07571
,DB07572
,DB07573
,DB07574
,DB07575
,DB07577
,DB07578
,DB07579
,DB07580
,DB07581
,DB07582
,DB07583
,DB07584
,DB07585
,DB07586
,DB07587
,DB07588
,DB07589
,DB07590
,DB07591
,DB07592
,DB07593
,DB07594
,DB07595
,DB07596
,DB07597
,DB07598
,DB07599
,DB07601
,DB07602
,DB07603
,DB07604
,DB07605
,DB07606
,DB07607
,DB07608
,DB07609
,DB07610
,DB07611
,DB07612
,DB07613
,DB07614
,DB07615
,DB07616
,DB07617
,DB07618
,DB07619
,DB07620
,DB07621
,DB07622
,DB07623
,DB07624
,DB07625
,DB07626
,DB07627
,DB07628
,DB07629
,DB07630
,DB07631
,DB07632
,DB07633
,DB07634
,DB07635
,DB07636
H03BX02,DB07637
,DB07638
,DB07639
,DB07640
,DB07641
,DB07642
,DB07643
,DB07644
,DB07645
,DB07646
,DB07647
,DB07648
,DB07649
,DB07650
,DB07651
,DB07652
,DB07653
,DB07654
,DB07655
,DB07657
,DB07658
,DB07659
,DB07660
,DB07661
,DB07662
,DB07663
,DB07664
,DB07665
,DB07666
,DB07667
,DB07668
,DB07669
,DB07670
,DB07671
,DB07672
,DB07673
,DB07674
,DB07675
,DB07676
,DB07677
,DB07678
,DB07679
,DB07680
,DB07681
,DB07683
,DB07684
,DB07685
,DB07686
,DB07687
,DB07688
,DB07689
,DB07691
,DB07692
,DB07693
,DB07694
,DB07695
,DB07696
,DB07697
,DB07698
,DB07700
,DB07701
,DB07702
,DB07703
,DB07704
,DB07705
,DB07706
,DB07707
,DB07708
,DB07710
,DB07711
,DB07712
,DB07713
,DB07714
,DB12653
,DB07716
,DB07717
,DB07718
,DB07719
,DB07720
,DB07721
,DB07722
,DB07723
,DB07724
,DB07726
,DB07728
,DB07729
,DB07730
,DB07731
,DB07732
,DB07733
,DB07734
,DB07735
,DB07736
,DB07737
,DB07738
,DB07739
,DB07740
,DB07741
,DB07742
,DB07743
,DB07744
,DB07745
,DB07746
,DB07747
,DB07748
,DB07749
,DB07750
,DB07751
,DB07753
,DB07754
,DB07755
,DB07756
,DB07757
,DB07758
,DB07759
,DB07760
,DB07761
,DB07762
,DB07763
,DB07764
,DB07765
,DB07766
,DB07767
,DB07768
,DB07769
,DB07770
,DB07771
,DB07772
,DB07773
,DB07775
,DB11139
,DB07778
,DB07779
,DB07780
,DB07781
,DB07782
,DB07783
,DB07784
,DB07785
,DB07786
,DB07787
,DB07788
,DB07789
,DB07790
,DB07791
,DB07792
,DB07793
,DB07794
,DB07795
